,trackName,artistName,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_href,uri,analysis_url
585,Only A Broken Heart,Tom Petty,6quWu0dL3SfsniohMQePeS,rock,0.078,0.71,270867.0,0.41600000000000004,0.0012900000000000001,7.0,0.139,-10.675,1.0,0.0258,97.81,4.0,0.39,https://api.spotify.com/v1/tracks/6quWu0dL3SfsniohMQePeS,spotify:track:6quWu0dL3SfsniohMQePeS,https://api.spotify.com/v1/audio-analysis/6quWu0dL3SfsniohMQePeS
586,Time To Move On,Tom Petty,20dt11ZTAtjsfcNJLP9u30,rock,0.0836,0.613,195333.0,0.716,0.000381,2.0,0.105,-9.365,1.0,0.0261,112.588,4.0,0.507,https://api.spotify.com/v1/tracks/20dt11ZTAtjsfcNJLP9u30,spotify:track:20dt11ZTAtjsfcNJLP9u30,https://api.spotify.com/v1/audio-analysis/20dt11ZTAtjsfcNJLP9u30
587,Wildflowers,Tom Petty,2Pr1nZpt8A8WP7QYpyq6L3,rock,0.588,0.537,190320.0,0.315,2.2899999999999998e-05,5.0,0.20600000000000002,-13.79,1.0,0.0271,86.81299999999999,4.0,0.575,https://api.spotify.com/v1/tracks/2Pr1nZpt8A8WP7QYpyq6L3,spotify:track:2Pr1nZpt8A8WP7QYpyq6L3,https://api.spotify.com/v1/audio-analysis/2Pr1nZpt8A8WP7QYpyq6L3
588,Runnin' Down A Dream,Tom Petty,5yAu4njFSdM47dfsTkQPZ2,rock,0.000596,0.47100000000000003,261813.0,0.956,0.62,9.0,0.624,-6.371,1.0,0.0403,169.798,4.0,0.715,https://api.spotify.com/v1/tracks/5yAu4njFSdM47dfsTkQPZ2,spotify:track:5yAu4njFSdM47dfsTkQPZ2,https://api.spotify.com/v1/audio-analysis/5yAu4njFSdM47dfsTkQPZ2
589,Free Fallin',Tom Petty,5tVA6TkbaAH9QMITTQRrNv,rock,0.212,0.623,256000.0,0.449,0.0,5.0,0.0613,-13.333,1.0,0.0253,84.383,4.0,0.5720000000000001,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv
590,Try and Love Again - 2013 Remaster,Eagles,3ULgE72PnMaeV6lzA0G6Jv,rock,0.13,0.466,311069.0,0.7859999999999999,0.14,2.0,0.8170000000000001,-6.81,1.0,0.0344,154.341,4.0,0.716,https://api.spotify.com/v1/tracks/3ULgE72PnMaeV6lzA0G6Jv,spotify:track:3ULgE72PnMaeV6lzA0G6Jv,https://api.spotify.com/v1/audio-analysis/3ULgE72PnMaeV6lzA0G6Jv
591,Victim of Love - 2013 Remaster,Eagles,1tKha6Q0lYlW1qsWYbZB2N,rock,0.0871,0.5760000000000001,250089.0,0.545,0.000502,5.0,0.267,-7.212999999999999,1.0,0.0281,84.24,4.0,0.649,https://api.spotify.com/v1/tracks/1tKha6Q0lYlW1qsWYbZB2N,spotify:track:1tKha6Q0lYlW1qsWYbZB2N,https://api.spotify.com/v1/audio-analysis/1tKha6Q0lYlW1qsWYbZB2N
592,Wasted Time - 2013 Remaster,Eagles,0Q5YtY85lz5n7rQkeMNpoe,rock,0.418,0.431,296172.0,0.174,9.740000000000001e-05,0.0,0.109,-11.373,1.0,0.0351,117.56299999999999,4.0,0.14400000000000002,https://api.spotify.com/v1/tracks/0Q5YtY85lz5n7rQkeMNpoe,spotify:track:0Q5YtY85lz5n7rQkeMNpoe,https://api.spotify.com/v1/audio-analysis/0Q5YtY85lz5n7rQkeMNpoe
593,New Kid in Town - 2013 Remaster,Eagles,6Zyz8lsnMFpIrCTuvGurCB,rock,0.37799999999999995,0.649,304926.0,0.425,0.0013,4.0,0.10800000000000001,-9.811,1.0,0.0267,107.383,4.0,0.6509999999999999,https://api.spotify.com/v1/tracks/6Zyz8lsnMFpIrCTuvGurCB,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/audio-analysis/6Zyz8lsnMFpIrCTuvGurCB
594,Why Are Sundays So Depressing,The Strokes,1aOxOpH4AkGAd8OMrKjyNY,rock,0.0025800000000000003,0.579,275667.0,0.7140000000000001,0.0269,0.0,0.111,-4.455,1.0,0.0347,109.971,4.0,0.299,https://api.spotify.com/v1/tracks/1aOxOpH4AkGAd8OMrKjyNY,spotify:track:1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/audio-analysis/1aOxOpH4AkGAd8OMrKjyNY
595,At The Door,The Strokes,7lu6YLrlB1MU7HW8DJSuPa,rock,0.858,0.456,310373.0,0.32299999999999995,0.00913,10.0,0.146,-6.763999999999999,1.0,0.0318,116.90299999999999,4.0,0.363,https://api.spotify.com/v1/tracks/7lu6YLrlB1MU7HW8DJSuPa,spotify:track:7lu6YLrlB1MU7HW8DJSuPa,https://api.spotify.com/v1/audio-analysis/7lu6YLrlB1MU7HW8DJSuPa
596,I Won't Back Down,Tom Petty,7gSQv1OHpkIoAdUiRLdmI6,rock,0.0504,0.765,178360.0,0.47600000000000003,2.76e-06,7.0,0.165,-13.487,1.0,0.0329,114.02,4.0,0.965,https://api.spotify.com/v1/tracks/7gSQv1OHpkIoAdUiRLdmI6,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,https://api.spotify.com/v1/audio-analysis/7gSQv1OHpkIoAdUiRLdmI6
597,The Boy with the Thorn in His Side - Demo Mix,The Smiths,7h2ErP3kwgbLbFsBHWLkS0,rock,0.31,0.515,198573.0,0.899,0.000215,7.0,0.2,-4.8469999999999995,1.0,0.0494,119.01299999999999,4.0,0.765,https://api.spotify.com/v1/tracks/7h2ErP3kwgbLbFsBHWLkS0,spotify:track:7h2ErP3kwgbLbFsBHWLkS0,https://api.spotify.com/v1/audio-analysis/7h2ErP3kwgbLbFsBHWLkS0
598,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,0WQiDwKJclirSYG9v5tayI,rock,0.04,0.523,244587.0,0.769,0.0,4.0,0.136,-5.855,1.0,0.0269,136.162,4.0,0.8759999999999999,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,spotify:track:0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI
599,Ball and Biscuit,The White Stripes,0O2SYh5AZ0y8MAPOVC4Mxz,rock,0.0278,0.506,438551.0,0.655,0.17300000000000001,9.0,0.102,-7.21,1.0,0.16399999999999998,77.406,4.0,0.612,https://api.spotify.com/v1/tracks/0O2SYh5AZ0y8MAPOVC4Mxz,spotify:track:0O2SYh5AZ0y8MAPOVC4Mxz,https://api.spotify.com/v1/audio-analysis/0O2SYh5AZ0y8MAPOVC4Mxz
600,My Doorbell,The White Stripes,0pzjcWYkyynxhONSm5C8Cu,rock,0.29,0.614,241867.0,0.6629999999999999,0.0068200000000000005,8.0,0.0986,-9.965,1.0,0.0352,97.083,4.0,0.823,https://api.spotify.com/v1/tracks/0pzjcWYkyynxhONSm5C8Cu,spotify:track:0pzjcWYkyynxhONSm5C8Cu,https://api.spotify.com/v1/audio-analysis/0pzjcWYkyynxhONSm5C8Cu
601,Apple Blossom,The White Stripes,5Z10YWrfpP2UAUwmmHIR8y,rock,0.65,0.537,133293.0,0.45399999999999996,0.000154,9.0,0.0852,-7.896,1.0,0.0551,128.19299999999998,4.0,0.626,https://api.spotify.com/v1/tracks/5Z10YWrfpP2UAUwmmHIR8y,spotify:track:5Z10YWrfpP2UAUwmmHIR8y,https://api.spotify.com/v1/audio-analysis/5Z10YWrfpP2UAUwmmHIR8y
602,The Hardest Button to Button,The White Stripes,3RdQfyk7BBxxIx0zSnCBIw,rock,0.006659999999999999,0.6940000000000001,212888.0,0.515,0.622,4.0,0.0884,-8.663,0.0,0.0736,128.246,4.0,0.5660000000000001,https://api.spotify.com/v1/tracks/3RdQfyk7BBxxIx0zSnCBIw,spotify:track:3RdQfyk7BBxxIx0zSnCBIw,https://api.spotify.com/v1/audio-analysis/3RdQfyk7BBxxIx0zSnCBIw
603,Sunshine Of Your Love,Cream,6FRwDxXsvSasw0y2eDArsz,rock,0.475,0.684,250000.0,0.48100000000000004,6.57e-05,2.0,0.11800000000000001,-12.59,1.0,0.0384,115.07799999999999,4.0,0.784,https://api.spotify.com/v1/tracks/6FRwDxXsvSasw0y2eDArsz,spotify:track:6FRwDxXsvSasw0y2eDArsz,https://api.spotify.com/v1/audio-analysis/6FRwDxXsvSasw0y2eDArsz
604,Eternal Summer,The Strokes,6IRzBP4gVoV4D2zHmocoWy,rock,0.0141,0.617,375320.0,0.78,0.0112,7.0,0.0833,-4.466,0.0,0.0376,93.95100000000001,4.0,0.326,https://api.spotify.com/v1/tracks/6IRzBP4gVoV4D2zHmocoWy,spotify:track:6IRzBP4gVoV4D2zHmocoWy,https://api.spotify.com/v1/audio-analysis/6IRzBP4gVoV4D2zHmocoWy
605,Bad Decisions,The Strokes,55N8cxpE1QDoeaaNqUnoZ2,rock,0.0135,0.374,293360.0,0.922,0.204,0.0,0.28,-3.4,1.0,0.055999999999999994,153.217,4.0,0.39299999999999996,https://api.spotify.com/v1/tracks/55N8cxpE1QDoeaaNqUnoZ2,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,https://api.spotify.com/v1/audio-analysis/55N8cxpE1QDoeaaNqUnoZ2
606,Selfless,The Strokes,2t0wwvR15fc3K1ey8OiOaN,rock,0.191,0.5379999999999999,222093.0,0.679,0.00175,4.0,0.0889,-4.297,1.0,0.0333,121.99,4.0,0.0888,https://api.spotify.com/v1/tracks/2t0wwvR15fc3K1ey8OiOaN,spotify:track:2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/audio-analysis/2t0wwvR15fc3K1ey8OiOaN
607,Brooklyn Bridge To Chorus,The Strokes,2mDYYGaGd9uXKkK2YhDA3i,rock,0.00602,0.628,235947.0,0.5710000000000001,9.209999999999999e-05,0.0,0.0833,-3.897,1.0,0.0628,119.899,4.0,0.467,https://api.spotify.com/v1/tracks/2mDYYGaGd9uXKkK2YhDA3i,spotify:track:2mDYYGaGd9uXKkK2YhDA3i,https://api.spotify.com/v1/audio-analysis/2mDYYGaGd9uXKkK2YhDA3i
608,You Only Live Once,The Strokes,4fPBB44eDH71YohayI4eKV,rock,0.0238,0.63,189227.0,0.9079999999999999,0.5920000000000001,11.0,0.11599999999999999,-2.42,1.0,0.0326,120.522,4.0,0.968,https://api.spotify.com/v1/tracks/4fPBB44eDH71YohayI4eKV,spotify:track:4fPBB44eDH71YohayI4eKV,https://api.spotify.com/v1/audio-analysis/4fPBB44eDH71YohayI4eKV
609,Last Nite,The Strokes,7kzKAuUzOITUauHAhoMoxA,rock,0.0285,0.624,193051.0,0.91,0.000198,0.0,0.0789,-5.702999999999999,1.0,0.0297,104.042,4.0,0.767,https://api.spotify.com/v1/tracks/7kzKAuUzOITUauHAhoMoxA,spotify:track:7kzKAuUzOITUauHAhoMoxA,https://api.spotify.com/v1/audio-analysis/7kzKAuUzOITUauHAhoMoxA
610,The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,rock,0.0113,0.593,309053.0,0.7490000000000001,0.106,5.0,0.314,-5.67,1.0,0.0475,164.959,4.0,0.649,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW
611,Reptilia,The Strokes,57Xjny5yNzAcsxnusKmAfA,rock,0.000603,0.489,219827.0,0.649,0.713,9.0,0.10099999999999999,-5.11,1.0,0.0336,158.009,4.0,0.77,https://api.spotify.com/v1/tracks/57Xjny5yNzAcsxnusKmAfA,spotify:track:57Xjny5yNzAcsxnusKmAfA,https://api.spotify.com/v1/audio-analysis/57Xjny5yNzAcsxnusKmAfA
612,Despair In The Departure Lounge,Arctic Monkeys,605E2oDpy3uSIhbRFcrQyn,rock,0.6759999999999999,0.316,202853.0,0.306,0.0025,2.0,0.0809,-13.322000000000001,1.0,0.0411,85.255,4.0,0.284,https://api.spotify.com/v1/tracks/605E2oDpy3uSIhbRFcrQyn,spotify:track:605E2oDpy3uSIhbRFcrQyn,https://api.spotify.com/v1/audio-analysis/605E2oDpy3uSIhbRFcrQyn
613,Fell In Love With a Girl,The White Stripes,21Qsj3cMVCx2xF2EVVNbEu,rock,0.713,0.35600000000000004,110093.0,0.982,0.00145,4.0,0.941,-1.574,0.0,0.11199999999999999,95.75399999999999,4.0,0.299,https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu
614,We're Going to Be Friends,The White Stripes,13lZDbwonGhOflQLQIfdtZ,rock,0.6609999999999999,0.534,140179.0,0.441,0.0,7.0,0.0934,-5.752000000000001,1.0,0.0303,97.009,4.0,0.439,https://api.spotify.com/v1/tracks/13lZDbwonGhOflQLQIfdtZ,spotify:track:13lZDbwonGhOflQLQIfdtZ,https://api.spotify.com/v1/audio-analysis/13lZDbwonGhOflQLQIfdtZ
615,Icky Thump,The White Stripes,2LMq1O0NiqGhPOlXo3McYQ,rock,0.0209,0.41700000000000004,254533.0,0.63,0.0134,9.0,0.0543,-7.24,1.0,0.0898,94.214,4.0,0.341,https://api.spotify.com/v1/tracks/2LMq1O0NiqGhPOlXo3McYQ,spotify:track:2LMq1O0NiqGhPOlXo3McYQ,https://api.spotify.com/v1/audio-analysis/2LMq1O0NiqGhPOlXo3McYQ
616,Blue Orchid,The White Stripes,4jU7NPkz4HVnM4hweqNhI1,rock,0.0863,0.48100000000000004,157560.0,0.645,6.2e-06,10.0,0.332,-8.535,0.0,0.318,151.30700000000002,4.0,0.612,https://api.spotify.com/v1/tracks/4jU7NPkz4HVnM4hweqNhI1,spotify:track:4jU7NPkz4HVnM4hweqNhI1,https://api.spotify.com/v1/audio-analysis/4jU7NPkz4HVnM4hweqNhI1
617,Seven Nation Army,The White Stripes,3dPQuX8Gs42Y7b454ybpMR,rock,0.0039,0.743,232107.0,0.446,0.11800000000000001,4.0,0.337,-7.807,0.0,0.0683,123.596,4.0,0.278,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR
618,Old Yellow Bricks,Arctic Monkeys,5KGbRvZyVyKP2AEJMHErB4,rock,0.000147,0.66,193227.0,0.8370000000000001,6.62e-06,0.0,0.0788,-4.315,1.0,0.0682,135.158,4.0,0.757,https://api.spotify.com/v1/tracks/5KGbRvZyVyKP2AEJMHErB4,spotify:track:5KGbRvZyVyKP2AEJMHErB4,https://api.spotify.com/v1/audio-analysis/5KGbRvZyVyKP2AEJMHErB4
619,No Buses,Arctic Monkeys,6mOiT65GFmXgBAviM3lrsE,rock,0.155,0.48100000000000004,197320.0,0.524,0.000147,4.0,0.0523,-9.051,1.0,0.0369,101.883,4.0,0.425,https://api.spotify.com/v1/tracks/6mOiT65GFmXgBAviM3lrsE,spotify:track:6mOiT65GFmXgBAviM3lrsE,https://api.spotify.com/v1/audio-analysis/6mOiT65GFmXgBAviM3lrsE
620,Mannish Boy,Jimi Hendrix,0hnlRgTh80b1emNnM0jmwt,rock,0.0285,0.568,301520.0,0.898,0.0787,8.0,0.484,-8.833,0.0,0.0862,110.824,4.0,0.833,https://api.spotify.com/v1/tracks/0hnlRgTh80b1emNnM0jmwt,spotify:track:0hnlRgTh80b1emNnM0jmwt,https://api.spotify.com/v1/audio-analysis/0hnlRgTh80b1emNnM0jmwt
621,"Machine Gun - Live at the Fillmore East, NY - 12/31/69 - 1st Set",Jimi Hendrix,47XzyeCErz1ojPKMcNwfN2,rock,0.28600000000000003,0.41200000000000003,533680.0,0.5379999999999999,0.0324,1.0,0.667,-8.155,1.0,0.0505,132.933,4.0,0.639,https://api.spotify.com/v1/tracks/47XzyeCErz1ojPKMcNwfN2,spotify:track:47XzyeCErz1ojPKMcNwfN2,https://api.spotify.com/v1/audio-analysis/47XzyeCErz1ojPKMcNwfN2
622,Hear My Train a Comin',Jimi Hendrix,4DmBVImaIhE3RyNvbtZTTz,rock,0.146,0.371,341800.0,0.634,0.011000000000000001,10.0,0.10400000000000001,-7.648,0.0,0.0277,84.977,4.0,0.568,https://api.spotify.com/v1/tracks/4DmBVImaIhE3RyNvbtZTTz,spotify:track:4DmBVImaIhE3RyNvbtZTTz,https://api.spotify.com/v1/audio-analysis/4DmBVImaIhE3RyNvbtZTTz
623,Hey Joe,Jimi Hendrix,0NWPxcsf5vdjdiFUI8NgkP,rock,0.00603,0.34600000000000003,210160.0,0.768,0.38,9.0,0.0244,-5.695,1.0,0.0377,169.49200000000002,4.0,0.532,https://api.spotify.com/v1/tracks/0NWPxcsf5vdjdiFUI8NgkP,spotify:track:0NWPxcsf5vdjdiFUI8NgkP,https://api.spotify.com/v1/audio-analysis/0NWPxcsf5vdjdiFUI8NgkP
624,Foxey Lady,Jimi Hendrix,23MrkN7g6Q5U7GLIxNHN1B,rock,0.0751,0.507,198773.0,0.847,0.237,1.0,0.37200000000000005,-5.987,0.0,0.0411,98.096,4.0,0.5660000000000001,https://api.spotify.com/v1/tracks/23MrkN7g6Q5U7GLIxNHN1B,spotify:track:23MrkN7g6Q5U7GLIxNHN1B,https://api.spotify.com/v1/audio-analysis/23MrkN7g6Q5U7GLIxNHN1B
625,Little Wing,Jimi Hendrix,1Eolhana7nKHYpcYpdVcT5,rock,0.18100000000000002,0.515,145747.0,0.534,0.00278,6.0,0.0547,-8.045,1.0,0.0768,70.77600000000001,4.0,0.426,https://api.spotify.com/v1/tracks/1Eolhana7nKHYpcYpdVcT5,spotify:track:1Eolhana7nKHYpcYpdVcT5,https://api.spotify.com/v1/audio-analysis/1Eolhana7nKHYpcYpdVcT5
626,Castles Made of Sand,Jimi Hendrix,3qebSLgUwaEqbwCM5sj5Kh,rock,0.504,0.461,168920.0,0.7140000000000001,0.0171,11.0,0.684,-9.158999999999999,0.0,0.313,94.37200000000001,4.0,0.45399999999999996,https://api.spotify.com/v1/tracks/3qebSLgUwaEqbwCM5sj5Kh,spotify:track:3qebSLgUwaEqbwCM5sj5Kh,https://api.spotify.com/v1/audio-analysis/3qebSLgUwaEqbwCM5sj5Kh
627,Crosstown Traffic,Jimi Hendrix,1ntxpzIUbSsizvuAy6lTYY,rock,0.248,0.486,146573.0,0.963,2.39e-06,0.0,0.158,-5.586,0.0,0.129,113.133,4.0,0.5329999999999999,https://api.spotify.com/v1/tracks/1ntxpzIUbSsizvuAy6lTYY,spotify:track:1ntxpzIUbSsizvuAy6lTYY,https://api.spotify.com/v1/audio-analysis/1ntxpzIUbSsizvuAy6lTYY
628,Voodoo Child (Slight Return),Jimi Hendrix,2AxCeJ6PSsBYiTckM0HLY7,rock,0.47700000000000004,0.214,313373.0,0.91,0.008329999999999999,8.0,0.0517,-6.662000000000001,1.0,0.389,175.549,4.0,0.44799999999999995,https://api.spotify.com/v1/tracks/2AxCeJ6PSsBYiTckM0HLY7,spotify:track:2AxCeJ6PSsBYiTckM0HLY7,https://api.spotify.com/v1/audio-analysis/2AxCeJ6PSsBYiTckM0HLY7
629,My Iron Lung,Radiohead,0jyikFM0Umv0KlnrOEKtTG,rock,0.0565,0.242,276427.0,0.8590000000000001,0.114,0.0,0.38,-8.41,1.0,0.0663,96.917,4.0,0.672,https://api.spotify.com/v1/tracks/0jyikFM0Umv0KlnrOEKtTG,spotify:track:0jyikFM0Umv0KlnrOEKtTG,https://api.spotify.com/v1/audio-analysis/0jyikFM0Umv0KlnrOEKtTG
630,Just,Radiohead,1dyTcli07c77mtQK3ahUZR,rock,0.000401,0.29100000000000004,234800.0,0.767,0.012,7.0,0.0763,-6.912999999999999,0.0,0.0862,175.702,4.0,0.359,https://api.spotify.com/v1/tracks/1dyTcli07c77mtQK3ahUZR,spotify:track:1dyTcli07c77mtQK3ahUZR,https://api.spotify.com/v1/audio-analysis/1dyTcli07c77mtQK3ahUZR
631,(Nice Dream),Radiohead,1tZcw7GtIqviL32bzaKdSo,rock,0.163,0.263,233227.0,0.5660000000000001,0.261,9.0,0.225,-11.075,1.0,0.0344,172.851,3.0,0.375,https://api.spotify.com/v1/tracks/1tZcw7GtIqviL32bzaKdSo,spotify:track:1tZcw7GtIqviL32bzaKdSo,https://api.spotify.com/v1/audio-analysis/1tZcw7GtIqviL32bzaKdSo
632,Bones,Radiohead,76RAlQcfuQknnQFruYDj6Q,rock,0.0015400000000000001,0.336,189000.0,0.705,0.606,2.0,0.168,-8.283999999999999,1.0,0.0519,101.473,4.0,0.419,https://api.spotify.com/v1/tracks/76RAlQcfuQknnQFruYDj6Q,spotify:track:76RAlQcfuQknnQFruYDj6Q,https://api.spotify.com/v1/audio-analysis/76RAlQcfuQknnQFruYDj6Q
633,Street Spirit (Fade Out),Radiohead,2QwObYJWyJTiozvs0RI7CF,rock,0.317,0.488,253853.0,0.45399999999999996,0.6940000000000001,4.0,0.179,-11.544,0.0,0.0304,138.076,4.0,0.131,https://api.spotify.com/v1/tracks/2QwObYJWyJTiozvs0RI7CF,spotify:track:2QwObYJWyJTiozvs0RI7CF,https://api.spotify.com/v1/audio-analysis/2QwObYJWyJTiozvs0RI7CF
634,The Bends,Radiohead,7oDFvnqXkXuiZa1sACXobj,rock,0.0115,0.23,246200.0,0.755,0.141,7.0,0.363,-8.065,1.0,0.0658,91.60799999999999,4.0,0.312,https://api.spotify.com/v1/tracks/7oDFvnqXkXuiZa1sACXobj,spotify:track:7oDFvnqXkXuiZa1sACXobj,https://api.spotify.com/v1/audio-analysis/7oDFvnqXkXuiZa1sACXobj
635,Planet Telex,Radiohead,37JISltgxizbDAyNEEqkTY,rock,0.0213,0.429,259200.0,0.8809999999999999,0.688,9.0,0.607,-8.013,0.0,0.107,148.963,3.0,0.258,https://api.spotify.com/v1/tracks/37JISltgxizbDAyNEEqkTY,spotify:track:37JISltgxizbDAyNEEqkTY,https://api.spotify.com/v1/audio-analysis/37JISltgxizbDAyNEEqkTY
636,Climbing Up the Walls,Radiohead,2PDQReEXBViVwkrbQ34vd7,rock,0.0979,0.243,285200.0,0.6559999999999999,0.141,11.0,0.195,-7.475,0.0,0.040999999999999995,77.712,4.0,0.221,https://api.spotify.com/v1/tracks/2PDQReEXBViVwkrbQ34vd7,spotify:track:2PDQReEXBViVwkrbQ34vd7,https://api.spotify.com/v1/audio-analysis/2PDQReEXBViVwkrbQ34vd7
637,Electioneering,Radiohead,0gTRROuntlrPQ64W3J2Etv,rock,0.00267,0.201,230627.0,0.888,0.0981,9.0,0.29100000000000004,-5.4910000000000005,0.0,0.0707,78.977,4.0,0.32899999999999996,https://api.spotify.com/v1/tracks/0gTRROuntlrPQ64W3J2Etv,spotify:track:0gTRROuntlrPQ64W3J2Etv,https://api.spotify.com/v1/audio-analysis/0gTRROuntlrPQ64W3J2Etv
638,Let Down,Radiohead,2fuYa3Lx06QQJAm0MjztKr,rock,0.000121,0.35100000000000003,299560.0,0.6759999999999999,0.113,9.0,0.18,-9.017000000000001,1.0,0.0313,102.46,4.0,0.14300000000000002,https://api.spotify.com/v1/tracks/2fuYa3Lx06QQJAm0MjztKr,spotify:track:2fuYa3Lx06QQJAm0MjztKr,https://api.spotify.com/v1/audio-analysis/2fuYa3Lx06QQJAm0MjztKr
639,Exit Music (For A Film),Radiohead,0z1o5L7HJx562xZSATcIpY,rock,0.22399999999999998,0.293,267187.0,0.276,0.122,4.0,0.16699999999999998,-11.357000000000001,0.0,0.0349,121.603,4.0,0.195,https://api.spotify.com/v1/tracks/0z1o5L7HJx562xZSATcIpY,spotify:track:0z1o5L7HJx562xZSATcIpY,https://api.spotify.com/v1/audio-analysis/0z1o5L7HJx562xZSATcIpY
640,Subterranean Homesick Alien,Radiohead,2CVV8PtUYYsux8XOzWkCP0,rock,0.0484,0.312,267693.0,0.595,0.00139,0.0,0.10300000000000001,-8.919,1.0,0.0298,150.502,3.0,0.337,https://api.spotify.com/v1/tracks/2CVV8PtUYYsux8XOzWkCP0,spotify:track:2CVV8PtUYYsux8XOzWkCP0,https://api.spotify.com/v1/audio-analysis/2CVV8PtUYYsux8XOzWkCP0
641,Too Many Hands - 2013 Remaster,Eagles,0XvkP2vEx53dg16oLeILG2,rock,0.0312,0.36200000000000004,280985.0,0.73,0.0825,7.0,0.335,-9.11,0.0,0.0419,177.111,4.0,0.787,https://api.spotify.com/v1/tracks/0XvkP2vEx53dg16oLeILG2,spotify:track:0XvkP2vEx53dg16oLeILG2,https://api.spotify.com/v1/audio-analysis/0XvkP2vEx53dg16oLeILG2
642,Hollywood Waltz - 2013 Remaster,Eagles,0UO8DI12zDPa40eXCfpMoY,rock,0.0635,0.467,241649.0,0.5489999999999999,0.0468,4.0,0.11800000000000001,-9.887,1.0,0.0269,110.051,3.0,0.444,https://api.spotify.com/v1/tracks/0UO8DI12zDPa40eXCfpMoY,spotify:track:0UO8DI12zDPa40eXCfpMoY,https://api.spotify.com/v1/audio-analysis/0UO8DI12zDPa40eXCfpMoY
643,Airbag,Radiohead,7c378mlmubSu7NGkLFa4sN,rock,0.007859999999999999,0.305,287880.0,0.872,0.8,2.0,0.261,-7.313,1.0,0.0503,167.959,4.0,0.648,https://api.spotify.com/v1/tracks/7c378mlmubSu7NGkLFa4sN,spotify:track:7c378mlmubSu7NGkLFa4sN,https://api.spotify.com/v1/audio-analysis/7c378mlmubSu7NGkLFa4sN
644,Paranoid Android,Radiohead,6LgJvl0Xdtc73RJ1mmpotq,rock,0.0377,0.251,387213.0,0.848,0.00591,5.0,0.0545,-6.501,1.0,0.0579,163.709,4.0,0.207,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq
645,Lyin' Eyes - 2013 Remaster,Eagles,5lQKRR3MdJLtAwNBiT8Cq0,rock,0.203,0.669,381999.0,0.6729999999999999,0.0271,7.0,0.16399999999999998,-9.754,1.0,0.0248,132.68,4.0,0.867,https://api.spotify.com/v1/tracks/5lQKRR3MdJLtAwNBiT8Cq0,spotify:track:5lQKRR3MdJLtAwNBiT8Cq0,https://api.spotify.com/v1/audio-analysis/5lQKRR3MdJLtAwNBiT8Cq0
646,Desperado - 2013 Remaster,Eagles,2TjnCxxQRYn56Ye8gkUKiW,rock,0.946,0.228,213713.0,0.22399999999999998,0.00022200000000000003,7.0,0.273,-12.749,1.0,0.0311,60.3,4.0,0.18,https://api.spotify.com/v1/tracks/2TjnCxxQRYn56Ye8gkUKiW,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/audio-analysis/2TjnCxxQRYn56Ye8gkUKiW
647,One of These Nights - 2013 Remaster,Eagles,608xszaAxVh4m7NcKJiAbF,rock,0.0603,0.655,291686.0,0.606,0.0789,7.0,0.0757,-10.385,1.0,0.0285,110.061,4.0,0.765,https://api.spotify.com/v1/tracks/608xszaAxVh4m7NcKJiAbF,spotify:track:608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/audio-analysis/608xszaAxVh4m7NcKJiAbF
